timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1593489708135,61,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,526966,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.48_30.06.2020_146.json,45,ISO-8859-1,1,0,DNAPC,0,0
1593489708245,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.48_30.06.2020_147.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489708248,6,POST VALID_NAME,200,,DemoApp Thread Group 1-1,,true,,121,227,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST VALID_NAME_response_07.01.48_30.06.2020_148.unknown,6,ISO-8859-1,1,0,DNAPC,0,1
1593489708255,54,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527001,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.48_30.06.2020_149.json,39,ISO-8859-1,1,0,DNAPC,0,0
1593489708319,2,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.48_30.06.2020_150.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489708322,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.48_30.06.2020_151.json,0,ISO-8859-1,1,0,DNAPC,0,0
1593489708323,18,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223380,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.48_30.06.2020_152.json,13,ISO-8859-1,1,0,DNAPC,0,0
1593489708358,48,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527001,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.48_30.06.2020_153.json,34,ISO-8859-1,1,0,DNAPC,0,0
1593489708456,1,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.48_30.06.2020_154.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489708459,2,POST EMPTY_NAME,200,,DemoApp Thread Group 1-1,,true,,121,215,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST EMPTY_NAME_response_07.01.48_30.06.2020_155.unknown,2,ISO-8859-1,1,0,DNAPC,0,1
1593489708462,48,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527024,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.48_30.06.2020_156.json,34,ISO-8859-1,1,0,DNAPC,0,0
1593489708520,2,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.48_30.06.2020_157.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489708523,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.48_30.06.2020_158.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489708525,18,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223380,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.48_30.06.2020_159.json,13,ISO-8859-1,1,0,DNAPC,0,0
1593489708559,49,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527024,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.48_30.06.2020_160.json,34,ISO-8859-1,1,0,DNAPC,0,0
1593489708669,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.48_30.06.2020_161.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489708672,2,POST NULL_NAME,200,,DemoApp Thread Group 1-1,,true,,121,217,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST NULL_NAME_response_07.01.48_30.06.2020_162.unknown,2,ISO-8859-1,1,0,DNAPC,0,1
1593489708675,53,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527049,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.48_30.06.2020_163.json,36,ISO-8859-1,1,0,DNAPC,0,0
1593489708741,1,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.48_30.06.2020_164.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489708744,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.48_30.06.2020_165.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489708747,20,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223380,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.48_30.06.2020_166.json,15,ISO-8859-1,1,0,DNAPC,0,0
1593489708784,50,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527049,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.48_30.06.2020_167.json,35,ISO-8859-1,1,0,DNAPC,0,0
1593489708885,1,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.48_30.06.2020_168.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489708887,2,POST VALID_NAME,200,,DemoApp Thread Group 1-1,,true,,121,227,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST VALID_NAME_response_07.01.48_30.06.2020_169.unknown,2,ISO-8859-1,1,0,DNAPC,0,1
1593489708890,47,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527084,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.48_30.06.2020_170.json,33,ISO-8859-1,1,0,DNAPC,0,0
1593489708946,2,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.48_30.06.2020_171.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489708949,0,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.48_30.06.2020_172.json,0,ISO-8859-1,1,0,DNAPC,0,0
1593489708950,17,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223415,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.48_30.06.2020_173.json,13,ISO-8859-1,1,0,DNAPC,0,0
1593489708984,47,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527084,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.49_30.06.2020_174.json,33,ISO-8859-1,1,0,DNAPC,0,0
1593489709081,1,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.49_30.06.2020_175.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709083,2,POST EMPTY_NAME,200,,DemoApp Thread Group 1-1,,true,,121,215,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST EMPTY_NAME_response_07.01.49_30.06.2020_176.unknown,2,ISO-8859-1,1,0,DNAPC,0,1
1593489709086,47,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527107,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.49_30.06.2020_177.json,34,ISO-8859-1,1,0,DNAPC,0,0
1593489709143,2,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.49_30.06.2020_178.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489709146,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.49_30.06.2020_179.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709148,19,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223415,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.49_30.06.2020_180.json,13,ISO-8859-1,1,0,DNAPC,0,0
1593489709188,53,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527107,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.49_30.06.2020_181.json,39,ISO-8859-1,1,0,DNAPC,0,0
1593489709293,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.49_30.06.2020_182.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489709296,3,POST NULL_NAME,200,,DemoApp Thread Group 1-1,,true,,121,217,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST NULL_NAME_response_07.01.49_30.06.2020_183.unknown,3,ISO-8859-1,1,0,DNAPC,0,2
1593489709299,75,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527132,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.49_30.06.2020_184.json,39,ISO-8859-1,1,0,DNAPC,0,0
1593489709385,1,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.49_30.06.2020_185.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709387,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.49_30.06.2020_186.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709389,21,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223415,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.49_30.06.2020_187.json,15,ISO-8859-1,1,0,DNAPC,0,0
1593489709428,53,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527132,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.49_30.06.2020_188.json,37,ISO-8859-1,1,0,DNAPC,0,0
1593489709536,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.49_30.06.2020_189.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489709539,3,POST VALID_NAME,200,,DemoApp Thread Group 1-1,,true,,121,227,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST VALID_NAME_response_07.01.49_30.06.2020_190.unknown,3,ISO-8859-1,1,0,DNAPC,0,1
1593489709544,62,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527167,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.49_30.06.2020_191.json,39,ISO-8859-1,1,0,DNAPC,0,0
1593489709622,2,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.49_30.06.2020_192.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489709626,2,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.49_30.06.2020_193.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709630,23,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223450,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.49_30.06.2020_194.json,17,ISO-8859-1,1,0,DNAPC,0,0
1593489709677,71,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527167,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.49_30.06.2020_195.json,53,ISO-8859-1,1,0,DNAPC,0,0
1593489709810,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.49_30.06.2020_196.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489709826,2,POST EMPTY_NAME,200,,DemoApp Thread Group 1-1,,true,,121,215,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST EMPTY_NAME_response_07.01.49_30.06.2020_197.unknown,2,ISO-8859-1,1,0,DNAPC,0,1
1593489709829,54,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527190,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.49_30.06.2020_198.json,39,ISO-8859-1,1,0,DNAPC,0,0
1593489709893,1,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.49_30.06.2020_199.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709896,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.49_30.06.2020_200.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489709916,20,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223450,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.49_30.06.2020_201.json,14,ISO-8859-1,1,0,DNAPC,0,0
1593489709953,55,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527190,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.50_30.06.2020_202.json,37,ISO-8859-1,1,0,DNAPC,0,0
1593489710059,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.50_30.06.2020_203.json,2,ISO-8859-1,1,0,DNAPC,0,0
1593489710062,3,POST NULL_NAME,200,,DemoApp Thread Group 1-1,,true,,121,217,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST NULL_NAME_response_07.01.50_30.06.2020_204.unknown,3,ISO-8859-1,1,0,DNAPC,0,2
1593489710066,56,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527215,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.50_30.06.2020_205.json,40,ISO-8859-1,1,0,DNAPC,0,0
1593489710133,1,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.50_30.06.2020_206.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489710135,1,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.50_30.06.2020_207.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489710137,21,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223450,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.50_30.06.2020_208.json,14,ISO-8859-1,1,0,DNAPC,0,0
1593489710176,76,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527215,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.50_30.06.2020_209.json,61,ISO-8859-1,1,0,DNAPC,0,0
1593489710312,2,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.50_30.06.2020_210.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489710315,2,POST VALID_NAME,200,,DemoApp Thread Group 1-1,,true,,121,227,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST VALID_NAME_response_07.01.50_30.06.2020_211.unknown,2,ISO-8859-1,1,0,DNAPC,0,1
1593489710317,47,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527250,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.50_30.06.2020_212.json,33,ISO-8859-1,1,0,DNAPC,0,0
1593489710377,1,GET VALID_NAME_AND_ID,200,,DemoApp Thread Group 1-1,text,true,,205,206,1,1,http://localhost:8080/search?id=1&name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_AND_ID_response_07.01.50_30.06.2020_213.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489710380,0,GET VALID_ID,200,,DemoApp Thread Group 1-1,text,true,,205,188,1,1,http://localhost:8080/search?id=1,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_ID_response_07.01.50_30.06.2020_214.json,0,ISO-8859-1,1,0,DNAPC,0,0
1593489710381,18,GET VALID_NAME,200,,DemoApp Thread Group 1-1,text,true,,223485,201,1,1,http://localhost:8080/search?name=aston-martin,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET VALID_NAME_response_07.01.50_30.06.2020_215.json,13,ISO-8859-1,1,0,DNAPC,0,0
1593489710443,48,GET  EMPTY_NAME,200,,DemoApp Thread Group 1-1,text,true,,527250,189,1,1,http://localhost:8080/search?name=,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET  EMPTY_NAME_response_07.01.50_30.06.2020_216.json,34,ISO-8859-1,1,0,DNAPC,0,0
1593489710541,1,GET NON_NUMERIC_ID,400,,DemoApp Thread Group 1-1,text,true,,254,204,1,1,http://localhost:8080/search?id=non_numeric_value,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET NON_NUMERIC_ID_response_07.01.50_30.06.2020_217.json,1,ISO-8859-1,1,0,DNAPC,0,0
1593489710543,3,POST EMPTY_NAME,200,,DemoApp Thread Group 1-1,,true,,121,215,1,1,http://localhost:8080/addCar,F:\disk E\Тестирование_материалы\jmeter_files\response_data\POST EMPTY_NAME_response_07.01.50_30.06.2020_218.unknown,3,ISO-8859-1,1,0,DNAPC,0,1
1593489710546,49,GET ALL,200,,DemoApp Thread Group 1-1,text,true,,527273,183,1,1,http://localhost:8080/search,F:\disk E\Тестирование_материалы\jmeter_files\response_data\GET ALL_response_07.01.50_30.06.2020_219.json,34,ISO-8859-1,1,0,DNAPC,0,0
